id,description,dataset,category,subcategory,region,delay,universe,type,coverage,userCount,alphaCount,pyramidMultiplier,themes
mdl53_implied_ratings,"implied ratings modeling using ratings of Standard & Poor's as reported by S&P affiliate others, supplemented by a file with daily changes in ratings by Standard & Poor's","{'id': 'model53', 'name': 'Creditworthiness Risk Measure Model'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-risk-based-models', 'name': 'Risk Based Models'}",USA,1,TOP3000,MATRIX,0.9055,220,1877,1.3,[]
mdl53_implied_spreads,implied credit spreads,"{'id': 'model53', 'name': 'Creditworthiness Risk Measure Model'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-risk-based-models', 'name': 'Risk Based Models'}",USA,1,TOP3000,MATRIX,0.9074,176,721,1.3,[]
mdl53_jc5_10year,10-year default probability,"{'id': 'model53', 'name': 'Creditworthiness Risk Measure Model'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-risk-based-models', 'name': 'Risk Based Models'}",USA,1,TOP3000,MATRIX,0.9101,214,1037,1.3,[]
mdl53_jc5_1month,1-month default probability,"{'id': 'model53', 'name': 'Creditworthiness Risk Measure Model'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-risk-based-models', 'name': 'Risk Based Models'}",USA,1,TOP3000,MATRIX,0.9101,100,451,1.3,[]
mdl53_jc5_1year,1-year default probability,"{'id': 'model53', 'name': 'Creditworthiness Risk Measure Model'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-risk-based-models', 'name': 'Risk Based Models'}",USA,1,TOP3000,MATRIX,0.9101,213,813,1.3,[]
mdl53_jc5_2year,2-year default probability,"{'id': 'model53', 'name': 'Creditworthiness Risk Measure Model'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-risk-based-models', 'name': 'Risk Based Models'}",USA,1,TOP3000,MATRIX,0.9101,144,380,1.3,[]
mdl53_jc5_3month,3-month default probability,"{'id': 'model53', 'name': 'Creditworthiness Risk Measure Model'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-risk-based-models', 'name': 'Risk Based Models'}",USA,1,TOP3000,MATRIX,0.9101,114,821,1.3,[]
mdl53_jc5_3year,3-year default probability,"{'id': 'model53', 'name': 'Creditworthiness Risk Measure Model'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-risk-based-models', 'name': 'Risk Based Models'}",USA,1,TOP3000,MATRIX,0.9101,86,501,1.3,[]
mdl53_jc5_4year,4-year default probability,"{'id': 'model53', 'name': 'Creditworthiness Risk Measure Model'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-risk-based-models', 'name': 'Risk Based Models'}",USA,1,TOP3000,MATRIX,0.9101,121,303,1.3,[]
mdl53_jc5_5year,5-year default probability,"{'id': 'model53', 'name': 'Creditworthiness Risk Measure Model'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-risk-based-models', 'name': 'Risk Based Models'}",USA,1,TOP3000,MATRIX,0.9101,165,394,1.3,[]
mdl53_jc5_6month,6-month default probability,"{'id': 'model53', 'name': 'Creditworthiness Risk Measure Model'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-risk-based-models', 'name': 'Risk Based Models'}",USA,1,TOP3000,MATRIX,0.9101,101,425,1.3,[]
mdl53_jc5_7year,7-year default probability,"{'id': 'model53', 'name': 'Creditworthiness Risk Measure Model'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-risk-based-models', 'name': 'Risk Based Models'}",USA,1,TOP3000,MATRIX,0.9101,150,488,1.3,[]
mdl53_jc6_10year,10-year default probability,"{'id': 'model53', 'name': 'Creditworthiness Risk Measure Model'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-risk-based-models', 'name': 'Risk Based Models'}",USA,1,TOP3000,MATRIX,0.876,60,181,1.3,[]
mdl53_jc6_1month,1-month default probability,"{'id': 'model53', 'name': 'Creditworthiness Risk Measure Model'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-risk-based-models', 'name': 'Risk Based Models'}",USA,1,TOP3000,MATRIX,0.876,59,176,1.3,[]
mdl53_jc6_1year,1-year default probability,"{'id': 'model53', 'name': 'Creditworthiness Risk Measure Model'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-risk-based-models', 'name': 'Risk Based Models'}",USA,1,TOP3000,MATRIX,0.876,90,447,1.3,[]
mdl53_jc6_2year,2-year default probability,"{'id': 'model53', 'name': 'Creditworthiness Risk Measure Model'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-risk-based-models', 'name': 'Risk Based Models'}",USA,1,TOP3000,MATRIX,0.876,76,444,1.3,[]
mdl53_jc6_3month,3-month default probability,"{'id': 'model53', 'name': 'Creditworthiness Risk Measure Model'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-risk-based-models', 'name': 'Risk Based Models'}",USA,1,TOP3000,MATRIX,0.876,58,544,1.3,[]
mdl53_jc6_3year,3-year default probability,"{'id': 'model53', 'name': 'Creditworthiness Risk Measure Model'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-risk-based-models', 'name': 'Risk Based Models'}",USA,1,TOP3000,MATRIX,0.876,81,267,1.3,[]
mdl53_jc6_4year,4-year default probability,"{'id': 'model53', 'name': 'Creditworthiness Risk Measure Model'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-risk-based-models', 'name': 'Risk Based Models'}",USA,1,TOP3000,MATRIX,0.876,144,371,1.3,[]
