id,description,dataset,category,subcategory,region,delay,universe,type,coverage,userCount,alphaCount,pyramidMultiplier,themes
ern3_expected_time,expected time of earnings announcement,"{'id': 'earnings3', 'name': 'Earnings Date Data'}","{'id': 'earnings', 'name': 'Earnings'}","{'id': 'earnings-earnings-estimates', 'name': 'Earnings Estimates'}",USA,1,TOP3000,VECTOR,0.9681,130,401,1.2,[]
ern3_next_interval,trading days before next report date,"{'id': 'earnings3', 'name': 'Earnings Date Data'}","{'id': 'earnings', 'name': 'Earnings'}","{'id': 'earnings-earnings-estimates', 'name': 'Earnings Estimates'}",USA,1,TOP3000,MATRIX,0.8815,417,2280,1.2,[]
ern3_next_reptime,next report time,"{'id': 'earnings3', 'name': 'Earnings Date Data'}","{'id': 'earnings', 'name': 'Earnings'}","{'id': 'earnings-earnings-estimates', 'name': 'Earnings Estimates'}",USA,1,TOP3000,MATRIX,0.8816,320,1442,1.2,[]
ern3_pre_interval,trading days before last report date (so it's always a non-positive number),"{'id': 'earnings3', 'name': 'Earnings Date Data'}","{'id': 'earnings', 'name': 'Earnings'}","{'id': 'earnings-earnings-estimates', 'name': 'Earnings Estimates'}",USA,1,TOP3000,MATRIX,0.8826,357,2272,1.2,[]
ern3_pre_reptime,last report time,"{'id': 'earnings3', 'name': 'Earnings Date Data'}","{'id': 'earnings', 'name': 'Earnings'}","{'id': 'earnings-earnings-estimates', 'name': 'Earnings Estimates'}",USA,1,TOP3000,MATRIX,0.8827,281,1259,1.2,[]
