id,description,dataset,category,subcategory,region,delay,universe,type,coverage,userCount,alphaCount,pyramidMultiplier,themes
pv96_acquisition_c_flag,Flag,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,MATRIX,0.3201,10,15,1.1,[]
pv96_acquisition_cp_stat,Merger Status,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,MATRIX,0.3201,20,31,1.1,[]
pv96_acquisition_cpat,Acquisition Type,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,MATRIX,0.3201,8,30,1.1,[]
pv96_acquisition_pmoc_bb_di_pc,Company ID,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,MATRIX,0.3201,8,11,1.1,[]
pv96_acquisition_status,Status of acquisition,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,MATRIX,0.3207,2,3,1.1,[]
pv96_bbg_companyid_bbidcompanymap,Company ID of the company,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,VECTOR,0.7899,24,122,1.1,[]
pv96_bbg_dvd_cash_cg_amt,Gross Amount,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,MATRIX,0.4618,7,7,1.1,[]
pv96_bbg_dvd_cash_cpd,Payment Date,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,MATRIX,0.458,1,1,1.1,[]
pv96_bbg_dvd_cash_cr_dt,Record Date,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,MATRIX,0.4632,3,4,1.1,[]
pv96_bbg_dvd_cash_jda_pc,Adjustment Factor,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,MATRIX,0.4671,5,42,1.1,[]
pv96_bbg_dvd_cash_pyt_dvd_pc,Dividend Type,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,MATRIX,0.4671,4,4,1.1,[]
pv96_bbg_dvd_cash_qerf_pc,Frequency,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,MATRIX,0.461,2,2,1.1,[]
pv96_bbg_dvd_cash_td_jda_pc,Adjustment Date,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,MATRIX,0.467,4,4,1.1,[]
pv96_bbg_dvd_cash_ycnrc_dvd_pc,Dividend Currency,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,MATRIX,0.4671,3,3,1.1,[]
pv96_composite_fmap,FigiMap,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,MATRIX,0.6142,1,1,1.1,[]
pv96_cps,Percent Sought,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,MATRIX,0.3005,6,10,1.1,[]
pv96_cso,Dividend Reinvesting,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,MATRIX,0.4671,1,1,1.1,[]
pv96_dvd_cash_cindicator,Indicator,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,MATRIX,0.4711,5,6,1.1,[]
pv96_dvd_cash_status,Status of cash dividend,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,MATRIX,0.4676,4,5,1.1,[]
pv96_eq_dvd_cash_cg_amt,Gross Amount,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,VECTOR,0.4575,0,0,1.1,[]
pv96_eq_dvd_cash_cpd,Payment Date,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,VECTOR,0.4625,2,2,1.1,[]
pv96_eq_dvd_cash_cr_dt,Record Date,"{'id': 'pv96', 'name': 'Corporate Action Dataset'}","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",USA,1,TOP3000,VECTOR,0.4625,0,0,1.1,[]
